session_id,date,week,block,archetype,location_variant,deload,slot,exercise_id,sets,rep_range,target_RPE,rest_sec,tempo,superset_group,notes,est_duration_min
W05D3,2026-09-26,5,2,C — Quad Endurance + Aerobic,home,False,2,wall_sit,3,45 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",38.5
W05D3,2026-09-26,5,2,C — Quad Endurance + Aerobic,home,False,3,eccentric_step_down,3,6/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,38.5
W05D3,2026-09-26,5,2,C — Quad Endurance + Aerobic,home,False,4,spanish_squat,3,12,,15,3-0-3,,Circuit station,38.5
W05D3,2026-09-26,5,2,C — Quad Endurance + Aerobic,home,False,5,split_squat_iso,3,20 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,38.5
W05D3,2026-09-26,5,2,C — Quad Endurance + Aerobic,home,False,6,side_plank,3,30 s/side,,15,iso,,Circuit station,38.5
W05D3,2026-09-26,5,2,C — Quad Endurance + Aerobic,home,False,7,home_aerobic_circuit,1,6 min continuous easy pace,,0,,,Aerobic finisher — Conversational pace (Zone 2),38.5
W06D1,2026-09-28,6,2,A — Lower Strength + Core,gym,False,1,back_squat,4,5-6,8,150,3-0-1,,Eccentric emphasis — 3 s down,55.2
W06D1,2026-09-28,6,2,A — Lower Strength + Core,gym,False,2,bb_rdl,3,6-8,8,150,2-1-1,,,55.2
W06D1,2026-09-28,6,2,A — Lower Strength + Core,gym,False,3,box_step_up,2,8/leg,8,90,2-0-1,,Hold DBs,55.2
W06D1,2026-09-28,6,2,A — Lower Strength + Core,gym,False,4,db_bench_press,3,8-10,8,0,,S1,,55.2
W06D1,2026-09-28,6,2,A — Lower Strength + Core,gym,False,5,one_arm_db_row,3,8-10/arm,8,60,,S1,Superset with DB bench,55.2
W06D1,2026-09-28,6,2,A — Lower Strength + Core,gym,False,6,pallof_press,3,10/side,,60,,,,55.2
W06D1,2026-09-28,6,2,A — Lower Strength + Core,home,False,1,goblet_squat,3,6-8,8,105,4-0-1,,"Heavy DB, 4 s eccentric = back-squat stand-in",37.9
W06D1,2026-09-28,6,2,A — Lower Strength + Core,home,False,2,db_rdl,3,8-10,8,90,2-1-1,,,37.9
W06D1,2026-09-28,6,2,A — Lower Strength + Core,home,False,3,push_up,3,8-12,8,0,,S1,Elevate feet when 12 is easy,37.9
W06D1,2026-09-28,6,2,A — Lower Strength + Core,home,False,4,one_arm_db_row,3,10/arm,8,60,,S1,,37.9
W06D1,2026-09-28,6,2,A — Lower Strength + Core,home,False,5,dead_bug,2,8/side,,45,,,,37.9
W06D1,2026-09-28,6,2,A — Lower Strength + Core,home,False,6,wall_sit,2,45 s,,45,iso,,,37.9
W06D2,2026-09-30,6,2,B — Power + Balance,gym,False,1,box_jump,4,4,,75,,,"Max intent, stick every landing; full recovery between sets",53.9
W06D2,2026-09-30,6,2,B — Power + Balance,gym,False,2,pogo_hop,5,10,,60,,,"Max intent, stick every landing; full recovery between sets",53.9
W06D2,2026-09-30,6,2,B — Power + Balance,gym,False,3,drop_to_stick,3,4,,60,,,"Max intent, stick every landing; full recovery between sets",53.9
W06D2,2026-09-30,6,2,B — Power + Balance,gym,False,4,broad_jump_stick,4,3,,90,,,"Max intent, stick every landing; full recovery between sets",53.9
W06D2,2026-09-30,6,2,B — Power + Balance,gym,False,5,mb_rotational_throw,3,5/side,,60,,,,53.9
W06D2,2026-09-30,6,2,B — Power + Balance,gym,False,6,sl_rdl,3,6/leg,8,60,,,,53.9
W06D2,2026-09-30,6,2,B — Power + Balance,gym,False,7,calf_raise,3,12,8,45,2-1-2,,,53.9
W06D2,2026-09-30,6,2,B — Power + Balance,home,False,1,broad_jump_stick,4,4,,60,,,"Max intent, stick every landing; full recovery between sets (home swap for box jump)",39.0
W06D2,2026-09-30,6,2,B — Power + Balance,home,False,2,pogo_hop,5,10,,45,,,"Max intent, stick every landing; full recovery between sets",39.0
W06D2,2026-09-30,6,2,B — Power + Balance,home,False,3,snap_down,3,4,,45,,,"Max intent, stick every landing; full recovery between sets (home swap for drop to stick)",39.0
W06D2,2026-09-30,6,2,B — Power + Balance,home,False,4,broad_jump_stick,4,3,,75,,,"Max intent, stick every landing; full recovery between sets",39.0
W06D2,2026-09-30,6,2,B — Power + Balance,home,False,5,band_rotational_chop,2,8/side,,45,,,"Fast, athletic stance",39.0
W06D2,2026-09-30,6,2,B — Power + Balance,home,False,6,sl_rdl,2,6/leg,8,45,,,Bodyweight or light DB,39.0
W06D2,2026-09-30,6,2,B — Power + Balance,home,False,7,calf_raise,2,15,8,45,2-1-2,,On stair edge,39.0
W06D3,2026-10-03,6,2,C — Quad Endurance + Aerobic,gym,False,1,goblet_squat,3,8,,15,3-1-3,,Circuit station,55.8
W06D3,2026-10-03,6,2,C — Quad Endurance + Aerobic,gym,False,2,wall_sit,3,50 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",55.8
W06D3,2026-10-03,6,2,C — Quad Endurance + Aerobic,gym,False,3,eccentric_step_down,3,6/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,55.8
W06D3,2026-10-03,6,2,C — Quad Endurance + Aerobic,gym,False,4,spanish_squat,3,12,,15,3-0-3,,Circuit station,55.8
W06D3,2026-10-03,6,2,C — Quad Endurance + Aerobic,gym,False,5,split_squat_iso,3,20 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,55.8
W06D3,2026-10-03,6,2,C — Quad Endurance + Aerobic,gym,False,6,side_plank,3,30 s/side,,15,iso,,Circuit station,55.8
W06D3,2026-10-03,6,2,C — Quad Endurance + Aerobic,gym,False,7,bike_z2,1,18 min steady,,0,,,Aerobic finisher — Conversational pace (Zone 2),55.8
W06D3,2026-10-03,6,2,C — Quad Endurance + Aerobic,home,False,1,goblet_squat,3,8,,15,3-1-3,,Circuit station,38.8
W06D3,2026-10-03,6,2,C — Quad Endurance + Aerobic,home,False,2,wall_sit,3,50 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",38.8
W06D3,2026-10-03,6,2,C — Quad Endurance + Aerobic,home,False,3,eccentric_step_down,3,6/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,38.8
W06D3,2026-10-03,6,2,C — Quad Endurance + Aerobic,home,False,4,spanish_squat,3,12,,15,3-0-3,,Circuit station,38.8
W06D3,2026-10-03,6,2,C — Quad Endurance + Aerobic,home,False,5,split_squat_iso,3,20 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,38.8
W06D3,2026-10-03,6,2,C — Quad Endurance + Aerobic,home,False,6,side_plank,3,30 s/side,,15,iso,,Circuit station,38.8
W06D3,2026-10-03,6,2,C — Quad Endurance + Aerobic,home,False,7,home_aerobic_circuit,1,6 min continuous easy pace,,0,,,Aerobic finisher — Conversational pace (Zone 2),38.8
W07D1,2026-10-05,7,2,A — Lower Strength + Core,gym,False,1,back_squat,4,5-6,8,150,3-0-1,,Eccentric emphasis — 3 s down,55.2
W07D1,2026-10-05,7,2,A — Lower Strength + Core,gym,False,2,bb_rdl,3,6-8,8,150,2-1-1,,,55.2
W07D1,2026-10-05,7,2,A — Lower Strength + Core,gym,False,3,box_step_up,2,8/leg,8,90,2-0-1,,Hold DBs,55.2
W07D1,2026-10-05,7,2,A — Lower Strength + Core,gym,False,4,db_bench_press,3,8-10,8,0,,S1,,55.2
W07D1,2026-10-05,7,2,A — Lower Strength + Core,gym,False,5,one_arm_db_row,3,8-10/arm,8,60,,S1,Superset with DB bench,55.2
W07D1,2026-10-05,7,2,A — Lower Strength + Core,gym,False,6,pallof_press,3,10/side,,60,,,,55.2
W07D1,2026-10-05,7,2,A — Lower Strength + Core,home,False,1,goblet_squat,3,6-8,8,105,4-0-1,,"Heavy DB, 4 s eccentric = back-squat stand-in",37.9
W07D1,2026-10-05,7,2,A — Lower Strength + Core,home,False,2,db_rdl,3,8-10,8,90,2-1-1,,,37.9
W07D1,2026-10-05,7,2,A — Lower Strength + Core,home,False,3,push_up,3,8-12,8,0,,S1,Elevate feet when 12 is easy,37.9
W07D1,2026-10-05,7,2,A — Lower Strength + Core,home,False,4,one_arm_db_row,3,10/arm,8,60,,S1,,37.9
W07D1,2026-10-05,7,2,A — Lower Strength + Core,home,False,5,dead_bug,2,8/side,,45,,,,37.9
W07D1,2026-10-05,7,2,A — Lower Strength + Core,home,False,6,wall_sit,2,45 s,,45,iso,,,37.9
W07D2,2026-10-07,7,2,B — Power + Balance,gym,False,1,box_jump,5,4,,75,,,"Max intent, stick every landing; full recovery between sets",54.0
W07D2,2026-10-07,7,2,B — Power + Balance,gym,False,2,pogo_hop,5,12,,60,,,"Max intent, stick every landing; full recovery between sets",54.0
W07D2,2026-10-07,7,2,B — Power + Balance,gym,False,3,drop_to_stick,3,4,,60,,,"Max intent, stick every landing; full recovery between sets",54.0
W07D2,2026-10-07,7,2,B — Power + Balance,gym,False,4,broad_jump_stick,3,3,,90,,,"Max intent, stick every landing; full recovery between sets",54.0
W07D2,2026-10-07,7,2,B — Power + Balance,gym,False,5,mb_rotational_throw,3,5/side,,60,,,,54.0
W07D2,2026-10-07,7,2,B — Power + Balance,gym,False,6,sl_rdl,3,6/leg,8,60,,,,54.0
W07D2,2026-10-07,7,2,B — Power + Balance,gym,False,7,calf_raise,3,12,8,45,2-1-2,,,54.0
W07D2,2026-10-07,7,2,B — Power + Balance,home,False,1,broad_jump_stick,5,4,,60,,,"Max intent, stick every landing; full recovery between sets (home swap for box jump)",39.1
W07D2,2026-10-07,7,2,B — Power + Balance,home,False,2,pogo_hop,5,12,,45,,,"Max intent, stick every landing; full recovery between sets",39.1
W07D2,2026-10-07,7,2,B — Power + Balance,home,False,3,snap_down,3,4,,45,,,"Max intent, stick every landing; full recovery between sets (home swap for drop to stick)",39.1
W07D2,2026-10-07,7,2,B — Power + Balance,home,False,4,broad_jump_stick,3,3,,75,,,"Max intent, stick every landing; full recovery between sets",39.1
W07D2,2026-10-07,7,2,B — Power + Balance,home,False,5,band_rotational_chop,2,8/side,,45,,,"Fast, athletic stance",39.1
W07D2,2026-10-07,7,2,B — Power + Balance,home,False,6,sl_rdl,2,6/leg,8,45,,,Bodyweight or light DB,39.1
W07D2,2026-10-07,7,2,B — Power + Balance,home,False,7,calf_raise,2,15,8,45,2-1-2,,On stair edge,39.1
W07D3,2026-10-10,7,2,C — Quad Endurance + Aerobic,gym,False,1,goblet_squat,3,8,,15,3-1-3,,Circuit station,58.2
W07D3,2026-10-10,7,2,C — Quad Endurance + Aerobic,gym,False,2,wall_sit,3,60 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",58.2
W07D3,2026-10-10,7,2,C — Quad Endurance + Aerobic,gym,False,3,eccentric_step_down,3,6/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,58.2
W07D3,2026-10-10,7,2,C — Quad Endurance + Aerobic,gym,False,4,spanish_squat,3,12,,15,3-0-3,,Circuit station,58.2
W07D3,2026-10-10,7,2,C — Quad Endurance + Aerobic,gym,False,5,split_squat_iso,3,20 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,58.2
W07D3,2026-10-10,7,2,C — Quad Endurance + Aerobic,gym,False,6,side_plank,3,30 s/side,,15,iso,,Circuit station,58.2
W07D3,2026-10-10,7,2,C — Quad Endurance + Aerobic,gym,False,7,bike_z2,1,20 min steady,,0,,,Aerobic finisher — Conversational pace (Zone 2),58.2
W07D3,2026-10-10,7,2,C — Quad Endurance + Aerobic,home,False,1,goblet_squat,3,8,,15,3-1-3,,Circuit station,39.2
W07D3,2026-10-10,7,2,C — Quad Endurance + Aerobic,home,False,2,wall_sit,3,60 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",39.2
W07D3,2026-10-10,7,2,C — Quad Endurance + Aerobic,home,False,3,eccentric_step_down,3,6/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,39.2
W07D3,2026-10-10,7,2,C — Quad Endurance + Aerobic,home,False,4,spanish_squat,3,12,,15,3-0-3,,Circuit station,39.2
W07D3,2026-10-10,7,2,C — Quad Endurance + Aerobic,home,False,5,split_squat_iso,3,20 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,39.2
W07D3,2026-10-10,7,2,C — Quad Endurance + Aerobic,home,False,6,side_plank,3,30 s/side,,15,iso,,Circuit station,39.2
W07D3,2026-10-10,7,2,C — Quad Endurance + Aerobic,home,False,7,home_aerobic_circuit,1,6 min continuous easy pace,,0,,,Aerobic finisher — Conversational pace (Zone 2),39.2
W08D1,2026-10-12,8,2,A — Lower Strength + Core,gym,True,1,back_squat,2,5-6,6,150,3-0-1,,Eccentric emphasis — 3 s down,40.8
W08D1,2026-10-12,8,2,A — Lower Strength + Core,gym,True,2,bb_rdl,2,6-8,6,150,2-1-1,,,40.8
W08D1,2026-10-12,8,2,A — Lower Strength + Core,gym,True,3,box_step_up,2,8/leg,6,90,2-0-1,,Hold DBs,40.8
W08D1,2026-10-12,8,2,A — Lower Strength + Core,gym,True,4,db_bench_press,2,8-10,6,0,,S1,,40.8
W08D1,2026-10-12,8,2,A — Lower Strength + Core,gym,True,5,one_arm_db_row,2,8-10/arm,6,60,,S1,Superset with DB bench,40.8
W08D1,2026-10-12,8,2,A — Lower Strength + Core,gym,True,6,pallof_press,2,10/side,,60,,,,40.8
W08D1,2026-10-12,8,2,A — Lower Strength + Core,home,True,1,goblet_squat,2,6-8,6,105,4-0-1,,"Heavy DB, 4 s eccentric = back-squat stand-in",30.1
W08D1,2026-10-12,8,2,A — Lower Strength + Core,home,True,2,db_rdl,2,8-10,6,90,2-1-1,,,30.1
W08D1,2026-10-12,8,2,A — Lower Strength + Core,home,True,3,push_up,2,8-12,6,0,,S1,Elevate feet when 12 is easy,30.1
W08D1,2026-10-12,8,2,A — Lower Strength + Core,home,True,4,one_arm_db_row,2,10/arm,6,60,,S1,,30.1
W08D1,2026-10-12,8,2,A — Lower Strength + Core,home,True,5,dead_bug,2,8/side,,45,,,,30.1
W08D1,2026-10-12,8,2,A — Lower Strength + Core,home,True,6,wall_sit,2,45 s,,45,iso,,,30.1
W08D2,2026-10-14,8,2,B — Power + Balance,gym,True,1,box_jump,3,3,,75,,,"Max intent, stick every landing; full recovery between sets",37.3
W08D2,2026-10-14,8,2,B — Power + Balance,gym,True,2,pogo_hop,3,10,,60,,,"Max intent, stick every landing; full recovery between sets",37.3
W08D2,2026-10-14,8,2,B — Power + Balance,gym,True,3,broad_jump_stick,3,3,,90,,,"Max intent, stick every landing; full recovery between sets",37.3
W08D2,2026-10-14,8,2,B — Power + Balance,gym,True,4,mb_rotational_throw,2,5/side,,60,,,,37.3
W08D2,2026-10-14,8,2,B — Power + Balance,gym,True,5,sl_rdl,2,6/leg,6,60,,,,37.3
W08D2,2026-10-14,8,2,B — Power + Balance,gym,True,6,calf_raise,2,12,6,45,2-1-2,,,37.3
W08D2,2026-10-14,8,2,B — Power + Balance,home,True,1,broad_jump_stick,3,3,,60,,,"Max intent, stick every landing; full recovery between sets (home swap for box jump)",29.6
W08D2,2026-10-14,8,2,B — Power + Balance,home,True,2,pogo_hop,3,10,,45,,,"Max intent, stick every landing; full recovery between sets",29.6
W08D2,2026-10-14,8,2,B — Power + Balance,home,True,3,broad_jump_stick,3,3,,75,,,"Max intent, stick every landing; full recovery between sets",29.6
W08D2,2026-10-14,8,2,B — Power + Balance,home,True,4,band_rotational_chop,2,8/side,,45,,,"Fast, athletic stance",29.6
W08D2,2026-10-14,8,2,B — Power + Balance,home,True,5,sl_rdl,2,6/leg,6,45,,,Bodyweight or light DB,29.6
W08D2,2026-10-14,8,2,B — Power + Balance,home,True,6,calf_raise,2,15,6,45,2-1-2,,On stair edge,29.6
W08D3,2026-10-17,8,2,C — Quad Endurance + Aerobic,gym,True,1,goblet_squat,2,8,,15,3-1-3,,Circuit station,40.7
W08D3,2026-10-17,8,2,C — Quad Endurance + Aerobic,gym,True,2,wall_sit,2,40 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",40.7
W08D3,2026-10-17,8,2,C — Quad Endurance + Aerobic,gym,True,3,eccentric_step_down,2,6/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,40.7
W08D3,2026-10-17,8,2,C — Quad Endurance + Aerobic,gym,True,4,spanish_squat,2,12,,15,3-0-3,,Circuit station,40.7
W08D3,2026-10-17,8,2,C — Quad Endurance + Aerobic,gym,True,5,split_squat_iso,2,20 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,40.7
W08D3,2026-10-17,8,2,C — Quad Endurance + Aerobic,gym,True,6,side_plank,2,30 s/side,,15,iso,,Circuit station,40.7
W08D3,2026-10-17,8,2,C — Quad Endurance + Aerobic,gym,True,7,bike_z2,1,12 min steady,,0,,,Aerobic finisher — Conversational pace (Zone 2),40.7
W08D3,2026-10-17,8,2,C — Quad Endurance + Aerobic,home,True,1,goblet_squat,2,8,,15,3-1-3,,Circuit station,30.2
W08D3,2026-10-17,8,2,C — Quad Endurance + Aerobic,home,True,2,wall_sit,2,40 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",30.2
W08D3,2026-10-17,8,2,C — Quad Endurance + Aerobic,home,True,3,eccentric_step_down,2,6/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,30.2
W08D3,2026-10-17,8,2,C — Quad Endurance + Aerobic,home,True,4,spanish_squat,2,12,,15,3-0-3,,Circuit station,30.2
W08D3,2026-10-17,8,2,C — Quad Endurance + Aerobic,home,True,5,split_squat_iso,2,20 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,30.2
W08D3,2026-10-17,8,2,C — Quad Endurance + Aerobic,home,True,6,side_plank,2,30 s/side,,15,iso,,Circuit station,30.2
W08D3,2026-10-17,8,2,C — Quad Endurance + Aerobic,home,True,7,home_aerobic_circuit,1,6 min continuous easy pace,,0,,,Aerobic finisher — Conversational pace (Zone 2),30.2
W09D1,2026-10-19,9,3,A — Lower Strength + Core,gym,False,1,back_squat,4,4-6,8,180,3-0-1,,Eccentric emphasis — 3 s down,55.0
W09D1,2026-10-19,9,3,A — Lower Strength + Core,gym,False,2,bb_rdl,3,6-8,8,150,2-1-1,,,55.0
W09D1,2026-10-19,9,3,A — Lower Strength + Core,gym,False,3,hip_thrust,2,8-10,8,90,,,,55.0
W09D1,2026-10-19,9,3,A — Lower Strength + Core,gym,False,4,db_overhead_press,3,6-8,8,0,,S1,,55.0
W09D1,2026-10-19,9,3,A — Lower Strength + Core,gym,False,5,one_arm_db_row,3,8-10/arm,8,60,,S1,Superset with OHP,55.0
W09D1,2026-10-19,9,3,A — Lower Strength + Core,gym,False,6,suitcase_carry,2,30 s/side,,60,,,,55.0
W09D1,2026-10-19,9,3,A — Lower Strength + Core,home,False,1,goblet_squat,3,6-8,8,105,4-0-1,,Heavy DB,39.2
W09D1,2026-10-19,9,3,A — Lower Strength + Core,home,False,2,db_rdl,3,6-8,8,90,2-1-1,,,39.2
W09D1,2026-10-19,9,3,A — Lower Strength + Core,home,False,3,sl_glute_bridge,2,10/leg,,60,,,,39.2
W09D1,2026-10-19,9,3,A — Lower Strength + Core,home,False,4,push_up,3,8-12,8,0,,S1,Deficit (hands on books) when easy,39.2
W09D1,2026-10-19,9,3,A — Lower Strength + Core,home,False,5,one_arm_db_row,3,8-10/arm,8,60,,S1,,39.2
W09D1,2026-10-19,9,3,A — Lower Strength + Core,home,False,6,dead_bug,2,8/side,,45,,,,39.2
W09D2,2026-10-21,9,3,B — Power + Balance,gym,False,1,jump_squat,4,5,,90,,,"Max intent, stick every landing; full recovery between sets",54.2
W09D2,2026-10-21,9,3,B — Power + Balance,gym,False,2,lateral_bound,4,3/side,,75,,,"Max intent, stick every landing; full recovery between sets",54.2
W09D2,2026-10-21,9,3,B — Power + Balance,gym,False,3,pogo_hop,4,10,,60,,,"Max intent, stick every landing; full recovery between sets",54.2
W09D2,2026-10-21,9,3,B — Power + Balance,gym,False,4,box_jump,4,4,,75,,,"Max intent, stick every landing; full recovery between sets",54.2
W09D2,2026-10-21,9,3,B — Power + Balance,gym,False,5,mb_rotational_throw,3,5/side,,60,,,,54.2
W09D2,2026-10-21,9,3,B — Power + Balance,gym,False,6,sl_rdl,3,6/leg,8,60,,,,54.2
W09D2,2026-10-21,9,3,B — Power + Balance,gym,False,7,calf_raise,3,12,8,45,2-1-2,,,54.2
W09D2,2026-10-21,9,3,B — Power + Balance,home,False,1,jump_squat,4,5,,75,,,"Max intent, stick every landing; full recovery between sets",35.4
W09D2,2026-10-21,9,3,B — Power + Balance,home,False,2,lateral_bound,4,3/side,,60,,,"Max intent, stick every landing; full recovery between sets",35.4
W09D2,2026-10-21,9,3,B — Power + Balance,home,False,3,pogo_hop,4,10,,45,,,"Max intent, stick every landing; full recovery between sets",35.4
W09D2,2026-10-21,9,3,B — Power + Balance,home,False,4,broad_jump_stick,4,4,,60,,,"Max intent, stick every landing; full recovery between sets (home swap for box jump)",35.4
W09D2,2026-10-21,9,3,B — Power + Balance,home,False,5,band_rotational_chop,2,8/side,,45,,,"Fast, athletic stance",35.4
W09D2,2026-10-21,9,3,B — Power + Balance,home,False,6,calf_raise,2,15,8,45,2-1-2,,On stair edge,35.4
W09D3,2026-10-24,9,3,C — Quad Endurance + Aerobic,gym,False,1,goblet_squat,3,10,,15,3-0-3,,Circuit station,57.5
W09D3,2026-10-24,9,3,C — Quad Endurance + Aerobic,gym,False,2,wall_sit,3,65 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",57.5
W09D3,2026-10-24,9,3,C — Quad Endurance + Aerobic,gym,False,3,eccentric_step_down,3,8/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,57.5
W09D3,2026-10-24,9,3,C — Quad Endurance + Aerobic,gym,False,4,spanish_squat,3,15,,15,3-0-3,,Circuit station,57.5
W09D3,2026-10-24,9,3,C — Quad Endurance + Aerobic,gym,False,5,split_squat_iso,3,30 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,57.5
W09D3,2026-10-24,9,3,C — Quad Endurance + Aerobic,gym,False,6,band_lateral_walk,3,12/side,,15,,,Circuit station,57.5
W09D3,2026-10-24,9,3,C — Quad Endurance + Aerobic,gym,False,7,bike_intervals,4,4×3 min hard / 2 min easy,,120,,,"Aerobic finisher — Hard = RPE 8-9 breathing, easy = spin/march it out",57.5
W09D3,2026-10-24,9,3,C — Quad Endurance + Aerobic,home,False,1,goblet_squat,2,10,,15,3-0-3,,Circuit station,38.7
W09D3,2026-10-24,9,3,C — Quad Endurance + Aerobic,home,False,2,wall_sit,2,65 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",38.7
W09D3,2026-10-24,9,3,C — Quad Endurance + Aerobic,home,False,3,eccentric_step_down,2,8/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,38.7
W09D3,2026-10-24,9,3,C — Quad Endurance + Aerobic,home,False,4,spanish_squat,2,15,,15,3-0-3,,Circuit station,38.7
W09D3,2026-10-24,9,3,C — Quad Endurance + Aerobic,home,False,5,split_squat_iso,2,30 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,38.7
W09D3,2026-10-24,9,3,C — Quad Endurance + Aerobic,home,False,6,band_lateral_walk,2,12/side,,15,,,Circuit station,38.7
W09D3,2026-10-24,9,3,C — Quad Endurance + Aerobic,home,False,7,home_intervals,3,3×3 min hard / 2 min easy,,120,,,"Aerobic finisher — Hard = RPE 8-9 breathing, easy = spin/march it out",38.7
W10D1,2026-10-26,10,3,A — Lower Strength + Core,gym,False,1,back_squat,4,4-6,8,180,3-0-1,,Eccentric emphasis — 3 s down,55.0
W10D1,2026-10-26,10,3,A — Lower Strength + Core,gym,False,2,bb_rdl,3,6-8,8,150,2-1-1,,,55.0
W10D1,2026-10-26,10,3,A — Lower Strength + Core,gym,False,3,hip_thrust,2,8-10,8,90,,,,55.0
W10D1,2026-10-26,10,3,A — Lower Strength + Core,gym,False,4,db_overhead_press,3,6-8,8,0,,S1,,55.0
W10D1,2026-10-26,10,3,A — Lower Strength + Core,gym,False,5,one_arm_db_row,3,8-10/arm,8,60,,S1,Superset with OHP,55.0
W10D1,2026-10-26,10,3,A — Lower Strength + Core,gym,False,6,suitcase_carry,2,30 s/side,,60,,,,55.0
W10D1,2026-10-26,10,3,A — Lower Strength + Core,home,False,1,goblet_squat,3,6-8,8,105,4-0-1,,Heavy DB,39.2
W10D1,2026-10-26,10,3,A — Lower Strength + Core,home,False,2,db_rdl,3,6-8,8,90,2-1-1,,,39.2
W10D1,2026-10-26,10,3,A — Lower Strength + Core,home,False,3,sl_glute_bridge,2,10/leg,,60,,,,39.2
W10D1,2026-10-26,10,3,A — Lower Strength + Core,home,False,4,push_up,3,8-12,8,0,,S1,Deficit (hands on books) when easy,39.2
W10D1,2026-10-26,10,3,A — Lower Strength + Core,home,False,5,one_arm_db_row,3,8-10/arm,8,60,,S1,,39.2
W10D1,2026-10-26,10,3,A — Lower Strength + Core,home,False,6,dead_bug,2,8/side,,45,,,,39.2
W10D2,2026-10-28,10,3,B — Power + Balance,gym,False,1,jump_squat,5,5,,90,,,"Max intent, stick every landing; full recovery between sets",52.2
W10D2,2026-10-28,10,3,B — Power + Balance,gym,False,2,lateral_bound,4,3/side,,75,,,"Max intent, stick every landing; full recovery between sets",52.2
W10D2,2026-10-28,10,3,B — Power + Balance,gym,False,3,pogo_hop,4,10,,60,,,"Max intent, stick every landing; full recovery between sets",52.2
W10D2,2026-10-28,10,3,B — Power + Balance,gym,False,4,box_jump,5,4,,75,,,"Max intent, stick every landing; full recovery between sets",52.2
W10D2,2026-10-28,10,3,B — Power + Balance,gym,False,5,mb_rotational_throw,2,5/side,,60,,,,52.2
W10D2,2026-10-28,10,3,B — Power + Balance,gym,False,6,sl_rdl,2,6/leg,8,60,,,,52.2
W10D2,2026-10-28,10,3,B — Power + Balance,gym,False,7,calf_raise,2,12,8,45,2-1-2,,,52.2
W10D2,2026-10-28,10,3,B — Power + Balance,home,False,1,jump_squat,5,5,,75,,,"Max intent, stick every landing; full recovery between sets",38.3
W10D2,2026-10-28,10,3,B — Power + Balance,home,False,2,lateral_bound,4,3/side,,60,,,"Max intent, stick every landing; full recovery between sets",38.3
W10D2,2026-10-28,10,3,B — Power + Balance,home,False,3,pogo_hop,4,10,,45,,,"Max intent, stick every landing; full recovery between sets",38.3
W10D2,2026-10-28,10,3,B — Power + Balance,home,False,4,broad_jump_stick,5,4,,60,,,"Max intent, stick every landing; full recovery between sets (home swap for box jump)",38.3
W10D2,2026-10-28,10,3,B — Power + Balance,home,False,5,band_rotational_chop,2,8/side,,45,,,"Fast, athletic stance",38.3
W10D2,2026-10-28,10,3,B — Power + Balance,home,False,6,calf_raise,2,15,8,45,2-1-2,,On stair edge,38.3
W10D3,2026-10-31,10,3,C — Quad Endurance + Aerobic,gym,False,1,goblet_squat,3,10,,15,3-0-3,,Circuit station,58.0
W10D3,2026-10-31,10,3,C — Quad Endurance + Aerobic,gym,False,2,wall_sit,3,75 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",58.0
